Cliente_ID,Genero,Idade,Parceiro,Dependentes,Tempo_Cliente_Meses,Tipo_Contrato,Servico_Internet,Suporte_Tecnico,Streaming,Cobranca_Sem_Papel,Metodo_Pagamento,Chamadas_Suporte_6M,Atrasos_Pagamento_12M,Valor_Mensal,Valor_Total,Satisfacao,Churn
CLI00199,Masculino,43,Não,Sim,51,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,3,42.95,2140.1,4,Não
CLI00200,Feminino,49,Sim,Sim,36,Anual,Fibra,Sim,Não,Sim,Cartão de Crédito,2,2,99.97,3600.45,1,Não
CLI00201,Masculino,23,Sim,Sim,5,Anual,DSL,Sim,Não,Sim,PIX,1,3,81.56,395.17,4,Não
CLI00202,Masculino,34,Não,Não,64,Anual,DSL,Sim,Não,Não,Boleto,0,2,60.42,3846.65,4,Não
CLI00203,Feminino,26,Sim,Não,42,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,0,1,23.53,976.93,5,Sim
CLI00204,Feminino,37,Sim,Sim,26,Anual,Fibra,Sim,Não,Sim,PIX,1,0,95.87,2437.89,4,Não
CLI00205,Masculino,18,Não,Não,24,Mensal,Fibra,Sim,Sim,Sim,Boleto,0,2,142.61,3267.3,4,Sim
CLI00206,Masculino,56,Não,Não,16,Mensal,Fibra,Não,Não,Não,Débito Automático,0,1,74.2,1161.58,4,Não
CLI00207,Feminino,51,Sim,Sim,26,Mensal,Fibra,Não,Sim,Sim,Débito Automático,2,2,116.89,2909.28,5,Sim
CLI00208,Feminino,49,Sim,Sim,26,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,PIX,1,0,22.26,562.58,3,Sim
CLI00209,Feminino,61,Sim,Não,25,Anual,Fibra,Não,Não,Sim,PIX,1,0,101.47,2429.08,2,Não
CLI00210,Masculino,38,Não,Não,18,Mensal,Fibra,Sim,Sim,Não,Cartão de Crédito,0,0,135.39,2422.55,4,Sim
CLI00211,Masculino,55,Não,Não,63,Mensal,Fibra,Não,Não,Sim,PIX,1,0,83.41,5007.97,5,Não
CLI00212,Masculino,62,Não,Não,43,Bienal,DSL,Não,Sim,Sim,PIX,2,1,64.44,2702.26,1,Não
CLI00213,Feminino,64,Não,Sim,44,Bienal,Fibra,Sim,Sim,Não,Boleto,3,3,94.12,4054.5,2,Sim
CLI00214,Feminino,35,Não,Sim,33,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Débito Automático,1,1,38.62,1259.65,3,Não
CLI00215,Masculino,23,Não,Não,8,Bienal,DSL,Sim,Não,Sim,Boleto,0,2,61.72,493.43,3,Não
CLI00216,Feminino,59,Não,Não,12,Mensal,Fibra,Sim,Não,Não,Boleto,2,5,123.68,1504.71,4,Não
CLI00217,Masculino,51,Não,Sim,46,Mensal,DSL,Não,Não,Não,PIX,0,2,50.5,2255.79,4,Não
CLI00218,Feminino,50,Sim,Não,30,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,4,4,37.58,1124.15,1,Sim
CLI00219,Feminino,33,Não,Não,55,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,3,1,37.59,2111.57,2,Não
CLI00220,Feminino,75,Não,Não,23,Anual,Fibra,Não,Sim,Sim,Cartão de Crédito,3,0,93.29,2046.61,2,Não
CLI00221,Masculino,60,Sim,Não,37,Mensal,Fibra,Não,Sim,Sim,PIX,4,0,126.93,4578.98,2,Sim
CLI00222,Masculino,62,Não,Não,17,Bienal,DSL,Sim,Sim,Sim,Cartão de Crédito,2,1,63.29,1062.21,4,Não
CLI00223,Feminino,41,Sim,Sim,37,Anual,DSL,Não,Não,Sim,Débito Automático,2,1,63.17,2319.97,2,Não
CLI00224,Feminino,,Sim,Não,14,Mensal,DSL,Não,Sim,Sim,PIX,1,2,95.99,1380.85,2,Sim
CLI00225,Feminino,63,Sim,Sim,18,Mensal,Fibra,Sim,Sim,Sim,PIX,1,2,128.9,2316.44,4,Não
CLI00226,Feminino,59,Sim,Não,34,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,0,0,90.03,2918.22,3,Não
CLI00227,Masculino,56,Sim,Não,13,Mensal,DSL,Não,Sim,Não,Cartão de Crédito,1,2,80.58,1035.82,5,Não
CLI00228,Feminino,32,Não,Não,38,Anual,Sem Internet,,Não Aplicável,Sim,PIX,2,0,19.52,719.53,3,Não
CLI00229,Masculino,67,Não,Sim,25,Anual,DSL,Não,Não,Sim,Cartão de Crédito,0,0,42.56,1037.03,3,Sim
CLI00230,Masculino,31,Não,Sim,32,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,1,2,30.52,930.71,5,Não
CLI00231,Feminino,27,Não,Não,15,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,1,18.0,255.26,4,Não
CLI00232,Masculino,70,Não,Não,36,Mensal,Fibra,Sim,Sim,Sim,Débito Automático,4,4,92.4,3158.69,2,Sim
CLI00233,Masculino,62,Não,Sim,52,Mensal,DSL,Não,Sim,Não,Cartão de Crédito,0,1,56.27,2915.32,5,Não
CLI00234,Masculino,27,Não,Não,12,Mensal,DSL,Não,Não,Sim,PIX,1,0,60.74,689.62,4,Sim
CLI00235,Masculino,61,Sim,Não,51,Bienal,Fibra,Não,Não,Não,Cartão de Crédito,0,0,86.35,4365.59,5,Não
CLI00236,Masculino,48,Sim,Sim,32,Bienal,DSL,Não,Não,Sim,PIX,1,1,50.91,1593.38,3,Não
CLI00237,Feminino,40,Não,Não,46,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,1,1,35.31,1634.16,5,Não
CLI00238,Feminino,,Sim,Não,62,Anual,Fibra,Não,Sim,Não,Cartão de Crédito,1,0,115.14,6936.65,4,Não
CLI00239,Feminino,24,Sim,Não,56,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,1,1,97.12,5586.03,5,Não
CLI00240,Feminino,39,Sim,Não,26,Mensal,Fibra,Sim,Não,Sim,Débito Automático,3,3,100.83,2539.34,2,Sim
CLI00241,,37,Sim,Não,40,Anual,Fibra,Sim,Sim,Sim,Cartão de Crédito,2,0,87.33,3328.2,3,Não
CLI00242,Masculino,39,Não,Não,34,Mensal,Fibra,Sim,Sim,Não,PIX,2,0,94.11,3102.08,2,Sim
CLI00243,Masculino,64,Sim,Não,26,Anual,DSL,Sim,Sim,Sim,Boleto,1,3,80.17,2069.45,3,Não
CLI00244,Masculino,24,Não,Não,58,Anual,DSL,Não,Sim,Sim,Boleto,3,4,57.41,3212.23,2,Sim
CLI00245,Feminino,66,Sim,Sim,43,Mensal,Fibra,Não,Não,Sim,PIX,2,4,106.65,4403.25,5,Sim
CLI00246,Masculino,26,Não,Sim,22,Mensal,DSL,,Não,Não,PIX,1,0,54.5,1157.33,4,Sim
CLI00247,Feminino,66,Não,Não,36,Bienal,Fibra,Sim,Sim,Sim,PIX,4,0,106.31,3925.27,4,Não
CLI00248,Feminino,30,Sim,Não,33,Mensal,DSL,Não,Não,Sim,Boleto,2,1,44.32,1383.47,2,Sim
CLI00249,Masculino,39,Não,Sim,5,Mensal,Fibra,Sim,Não,Sim,Cartão de Crédito,1,2,117.65,566.06,2,Sim
CLI00250,Masculino,27,Não,Não,37,Mensal,DSL,Não,Sim,Sim,Boleto,0,1,72.73,2741.99,4,Não
CLI00251,Feminino,61,Sim,Não,30,Mensal,DSL,Sim,Sim,Sim,Débito Automático,1,1,64.9,1891.91,5,Não
CLI00252,Feminino,37,Não,Sim,26,Bienal,DSL,Sim,Sim,Sim,Boleto,1,2,70.52,1852.62,5,Não
CLI00253,Feminino,21,Não,Não,25,Mensal,DSL,,Sim,Não,Débito Automático,3,1,86.07,2086.81,1,Não
CLI00254,Feminino,43,Sim,Sim,25,Bienal,DSL,Não,Não,Não,Boleto,0,2,64.19,1535.16,5,Não
CLI00255,Masculino,,Não,Não,40,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,0,0,32.81,1241.07,4,Não
CLI00256,Feminino,55,Não,Não,9,Bienal,Fibra,Não,Sim,Sim,Cartão de Crédito,2,1,105.81,972.27,2,Sim
CLI00257,Masculino,65,Sim,Não,45,Mensal,DSL,Sim,Não,Sim,Boleto,0,5,62.62,2695.82,4,Não
CLI00258,Masculino,70,Não,Não,19,Anual,Fibra,Sim,Não,Não,PIX,4,1,105.45,2009.11,2,Sim
CLI00259,Masculino,44,Não,Não,11,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,2,1,32.18,342.41,5,Sim
CLI00260,Feminino,21,Sim,Sim,5,Mensal,DSL,Sim,Não,Não,Boleto,0,1,58.71,283.4,3,Não
CLI00261,Feminino,62,Não,Sim,23,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,2,3,28.08,639.23,2,Sim
CLI00262,Feminino,52,Sim,Sim,31,Mensal,Fibra,Não,Não,Sim,PIX,2,0,105.5,3318.35,3,Não
CLI00263,Feminino,54,Sim,Não,23,Anual,DSL,Sim,Sim,Não,Boleto,1,4,71.56,1690.2,3,Sim
CLI00264,Masculino,21,Não,Não,62,Mensal,DSL,Sim,Sim,Não,Boleto,2,2,80.53,5065.87,4,Não
CLI00265,Feminino,31,Sim,Não,36,Mensal,DSL,Não,Não,Sim,PIX,1,0,87.72,3121.63,2,Não
CLI00266,Masculino,41,Não,Não,27,Mensal,DSL,Não,Não,Não,Cartão de Crédito,1,2,65.51,1708.31,3,Sim
CLI00267,Masculino,63,Sim,Sim,47,Mensal,DSL,Sim,Não,Sim,Boleto,0,2,90.58,4292.12,4,Não
CLI00268,Feminino,36,Sim,Sim,17,Mensal,DSL,Sim,Sim,Não,PIX,0,3,82.7,1377.08,5,Não
CLI00269,Feminino,36,Não,Não,55,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,1,1,39.0,2171.44,4,Não
CLI00270,Masculino,61,Sim,Não,28,Mensal,DSL,Sim,Sim,Sim,Boleto,0,0,77.88,2057.42,4,Não
CLI00271,Masculino,60,Sim,Sim,59,Anual,Fibra,Não,Não,Sim,Cartão de Crédito,1,2,98.71,5614.89,2,Não
CLI00272,Feminino,26,Não,Sim,40,Anual,Fibra,Não,Sim,Não,PIX,0,2,101.71,4020.45,5,Não
CLI00273,Feminino,26,Não,Não,49,Mensal,DSL,Sim,Não,Não,Boleto,1,0,89.16,4433.64,5,Não
CLI00274,,43,Não,Não,28,Mensal,Fibra,Sim,Sim,Sim,Boleto,1,1,103.43,2858.7,5,Não
CLI00275,Masculino,24,Sim,Sim,14,Mensal,DSL,Não,Sim,Sim,Cartão de Crédito,1,0,73.73,1051.5,3,Não
CLI00276,Masculino,28,Não,Não,5,Mensal,Fibra,Sim,Sim,Sim,PIX,0,0,115.0,558.64,4,Sim
CLI00277,Feminino,69,Não,Não,54,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,2,1,75.67,4197.67,2,Sim
CLI00278,Feminino,61,Sim,Não,36,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,PIX,2,1,36.86,1357.29,2,Não
CLI00279,Masculino,73,Não,Não,34,Mensal,Fibra,Não,Sim,Não,Boleto,2,1,100.96,3489.57,2,Sim
CLI00280,Masculino,70,Não,Sim,20,Mensal,Fibra,Sim,Não,Sim,Boleto,3,2,112.58,2210.99,5,Sim
CLI00281,Feminino,29,Sim,Não,25,Anual,Fibra,Sim,Sim,Sim,PIX,1,0,101.23,2535.39,2,Não
CLI00282,Feminino,26,Sim,Sim,32,Anual,Sem Internet,,Não Aplicável,Sim,Cartão de Crédito,0,1,21.74,675.02,5,Não
CLI00283,Masculino,28,Sim,Não,52,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,1,0,28.96,1547.08,3,Não
CLI00284,Feminino,60,Sim,Não,19,Bienal,Fibra,Sim,Sim,Sim,PIX,1,2,96.06,1825.67,5,Não
CLI00285,Feminino,44,Sim,Não,30,Mensal,DSL,Não,Sim,Sim,Boleto,2,1,66.74,1884.16,4,Não
CLI00286,Feminino,45,Sim,Sim,14,Mensal,Fibra,Sim,Sim,Não,Boleto,2,1,97.7,1325.69,4,Sim
CLI00287,Masculino,56,Não,Não,51,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,1,0,25.85,1269.73,4,Não
CLI00288,Feminino,35,Sim,Sim,44,Anual,Fibra,Não,Sim,Sim,PIX,0,0,95.8,4193.44,3,Não
CLI00289,Feminino,37,Sim,Sim,37,Mensal,DSL,Sim,Não,Sim,Débito Automático,2,0,88.68,3356.32,2,Não
CLI00290,Feminino,32,Não,Não,28,Anual,Fibra,Sim,Sim,Não,Cartão de Crédito,1,0,108.62,3125.55,3,Não
CLI00291,Masculino,48,Não,Não,22,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,1,2,43.36,980.2,4,Sim
CLI00292,Masculino,46,Sim,Não,21,Mensal,DSL,Não,Sim,Não,Débito Automático,1,0,68.75,1464.35,4,Não
CLI00293,Masculino,51,Sim,Sim,24,Mensal,Fibra,Não,Sim,Não,Cartão de Crédito,1,0,103.3,2395.68,3,Sim
CLI00294,Masculino,48,Não,Sim,58,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,0,1,105.95,6277.63,5,Não
CLI00295,Masculino,32,Não,Não,8,Anual,DSL,Não,Sim,Sim,Cartão de Crédito,1,0,73.35,582.29,3,Sim
CLI00296,Masculino,34,Não,Não,29,Mensal,DSL,Sim,Não,Sim,PIX,1,0,61.76,1841.1,5,Não
CLI00297,Masculino,54,Não,Sim,17,Mensal,Fibra,Sim,Sim,Sim,Boleto,0,3,112.2,1953.35,5,Não
CLI00298,Masculino,38,Sim,Não,32,Anual,DSL,Sim,Sim,Sim,Débito Automático,1,1,99.58,3219.42,3,Não
CLI00299,Feminino,33,Sim,Não,37,Mensal,DSL,Não,Não,Não,Cartão de Crédito,0,0,72.9,2723.04,4,Não
CLI00300,Feminino,58,Sim,Sim,12,Mensal,Fibra,Não,Não,Sim,Débito Automático,1,1,88.61,1064.97,5,Não
CLI00301,Masculino,67,Não,Não,52,Anual,DSL,Sim,Sim,Sim,Cartão de Crédito,0,3,88.99,4712.39,5,Não
CLI00302,Masculino,23,Não,Não,33,Mensal,Fibra,Não,Sim,Sim,PIX,2,1,123.81,4016.35,4,Sim
CLI00303,Masculino,21,Não,Sim,41,Mensal,DSL,Sim,Sim,Não,Débito Automático,2,1,103.87,4014.64,2,Não
CLI00304,Feminino,44,Não,Não,14,Anual,DSL,Não,Sim,Sim,Débito Automático,1,0,70.79,998.38,5,Não
CLI00305,Masculino,65,Não,Não,9,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,1,0,100.88,920.2,4,Não
CLI00306,Masculino,24,Sim,Não,13,Mensal,Fibra,Sim,Não,Não,Débito Automático,3,0,90.79,1215.52,2,Não
CLI00307,Masculino,52,Não,Não,49,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Débito Automático,1,1,37.49,,5,Não
CLI00308,Masculino,58,Sim,Sim,13,Anual,Fibra,Sim,Não,Sim,Débito Automático,1,0,97.43,1221.61,5,Não
CLI00309,Feminino,71,Não,Sim,19,Mensal,Fibra,Sim,Sim,Não,PIX,0,0,125.72,2413.24,4,Não
CLI00310,Feminino,54,Não,Sim,25,Anual,DSL,Sim,Sim,Sim,PIX,0,0,70.29,1792.72,3,Não
CLI00311,Masculino,38,Não,Sim,40,Anual,Fibra,Sim,Sim,Sim,Cartão de Crédito,0,1,129.01,5000.68,2,Sim
CLI00312,Masculino,46,Não,Sim,15,Bienal,Fibra,Sim,Não,Sim,Boleto,0,0,94.11,1435.9,3,Não
CLI00313,Feminino,73,Não,Não,45,Anual,Fibra,Não,Sim,Não,PIX,0,1,88.45,4091.24,5,Não
CLI00314,Feminino,31,Não,Sim,39,Mensal,Fibra,Sim,Não,Não,Débito Automático,3,1,120.61,4740.96,4,Sim
CLI00315,Feminino,29,Sim,Sim,39,Bienal,DSL,Sim,Não,Sim,Débito Automático,2,1,54.92,2130.22,5,Não
CLI00316,Feminino,63,Não,Não,29,Anual,Fibra,Não,Não,Sim,PIX,2,0,71.35,2072.2,4,Não
CLI00317,Masculino,72,Sim,Não,22,Mensal,DSL,Não,Sim,Sim,Débito Automático,3,1,79.47,1711.91,2,Sim
CLI00318,Masculino,40,Não,Sim,47,Bienal,DSL,Sim,Não,Sim,Cartão de Crédito,3,2,56.37,2507.82,2,Não
CLI00319,Feminino,61,Não,Não,35,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,0,0,25.61,915.26,5,Não
CLI00320,Feminino,24,Não,Não,51,Mensal,Fibra,Não,Sim,Não,Cartão de Crédito,1,2,101.04,5165.54,,Não
CLI00321,Masculino,32,Sim,Sim,36,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,0,0,28.44,967.64,,Não
CLI00322,Feminino,36,Não,Não,54,Mensal,DSL,Não,Sim,Sim,PIX,0,1,70.85,3848.04,5,Sim
CLI00323,Feminino,26,Não,Sim,18,Mensal,Fibra,Não,Não,Não,Boleto,2,2,98.66,1703.45,2,Sim
CLI00324,Feminino,54,Não,Sim,25,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,3,0,35.07,893.26,4,Não
CLI00325,Masculino,28,Sim,Não,34,Mensal,DSL,Não,Não,Sim,PIX,2,1,70.89,2429.57,2,Sim
CLI00326,Masculino,58,Sim,Não,58,Mensal,DSL,Não,Sim,Não,Cartão de Crédito,1,2,90.1,5343.03,3,Sim
CLI00327,Feminino,62,Sim,Não,30,Bienal,Fibra,Sim,Sim,Não,Cartão de Crédito,2,0,97.43,2987.79,5,Não
CLI00328,Masculino,63,Sim,Não,56,Mensal,DSL,Não,Sim,Sim,Débito Automático,0,0,74.21,4171.31,4,Não
CLI00329,Feminino,56,Sim,Não,18,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,0,0,86.19,1584.38,1,Sim
CLI00330,Masculino,32,Não,Sim,23,Mensal,Fibra,Não,Sim,Não,PIX,2,2,125.5,2719.67,2,Sim
CLI00331,Feminino,,Sim,Não,28,Anual,Fibra,Não,Não,Sim,PIX,0,1,73.39,2022.34,5,Não
CLI00332,Feminino,53,Sim,Não,39,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,0,1,32.35,1214.24,4,Sim
CLI00333,Feminino,70,Não,Não,44,Bienal,DSL,Sim,Não,Sim,PIX,0,1,74.74,3353.11,4,Não
CLI00334,Feminino,28,Não,Sim,6,Mensal,Fibra,,Sim,Sim,Cartão de Crédito,1,0,87.16,527.38,4,Sim
CLI00335,Feminino,62,Sim,Não,46,Mensal,Fibra,Sim,Não,Não,Cartão de Crédito,1,3,97.62,4309.6,3,Não
CLI00336,Masculino,43,Sim,Não,54,Anual,Fibra,,Sim,Sim,Débito Automático,1,1,106.67,5429.51,4,Não
CLI00337,Masculino,37,Sim,Não,49,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,0,1,23.21,1126.46,3,Não
CLI00338,Masculino,37,Sim,Não,56,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,2,4,38.51,2061.05,2,Sim
CLI00339,Feminino,73,Sim,Não,46,Bienal,Fibra,Não,Não,Sim,PIX,0,0,93.71,4086.32,3,Não
CLI00340,Feminino,46,Não,Não,16,Mensal,DSL,Não,Sim,Não,Boleto,4,2,64.57,990.27,4,Sim
CLI00341,Feminino,62,Não,Sim,36,Mensal,DSL,Sim,Não,Não,Cartão de Crédito,3,0,59.29,2052.83,3,Não
CLI00342,Feminino,58,Não,Sim,29,Mensal,Fibra,Não,Sim,Sim,Boleto,2,2,108.98,3247.09,4,Sim
CLI00343,Masculino,55,Não,Não,57,Mensal,DSL,Sim,Não,Sim,Boleto,1,2,56.43,3284.71,3,Não
CLI00344,Masculino,24,Sim,Sim,63,Anual,Fibra,Sim,Não,Sim,PIX,2,1,107.03,6603.08,4,Sim
CLI00345,Masculino,32,Sim,Sim,41,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,2,2,104.34,4206.22,2,Sim
CLI00346,Masculino,73,Sim,Não,17,Anual,Fibra,Sim,Não,Sim,PIX,1,1,100.59,1705.21,3,Não
CLI00347,Masculino,48,Sim,Não,62,Mensal,DSL,Não,Não,Sim,Boleto,2,0,52.0,3100.03,2,Não
CLI00348,Feminino,58,Sim,Não,35,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Débito Automático,2,0,38.16,1296.5,,Não
CLI00349,Masculino,29,Sim,Não,67,Mensal,Fibra,Sim,Sim,Sim,Boleto,0,2,119.14,8205.21,4,Sim
CLI00350,,32,Sim,Não,52,Bienal,Fibra,Sim,Não,Sim,Boleto,2,3,106.8,5442.37,2,Sim
CLI00351,Masculino,38,Sim,Sim,40,Bienal,Fibra,Não,Sim,Não,PIX,2,2,98.91,3847.03,1,Sim
CLI00352,Masculino,34,Sim,Não,27,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,1,1,27.19,696.18,1,Sim
CLI00353,Masculino,33,Não,Sim,16,Mensal,DSL,Sim,Sim,Sim,PIX,1,0,103.29,1622.26,3,Sim
CLI00354,Feminino,51,Não,Sim,49,Mensal,Fibra,Não,Sim,Sim,PIX,1,0,119.25,5887.24,2,Não
CLI00355,Masculino,36,Sim,Sim,54,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,4,1,23.93,1313.21,1,Não
CLI00356,Feminino,66,Sim,Não,31,Anual,DSL,Não,Sim,Não,Cartão de Crédito,2,1,82.5,,4,Não
CLI00357,Feminino,69,Não,Não,63,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,1,25.73,1600.57,4,Não
CLI00358,Masculino,47,Não,Não,39,Mensal,Fibra,Sim,Sim,Sim,Boleto,0,0,121.76,4637.2,3,Não
CLI00359,Masculino,68,Não,Não,67,Mensal,Fibra,Sim,Não,Sim,PIX,2,1,117.11,7608.73,1,Sim
CLI00360,Feminino,,Sim,Sim,16,Mensal,Fibra,Não,Não,Não,Débito Automático,3,0,95.88,1534.02,2,Sim
CLI00361,Feminino,59,Sim,Sim,17,Mensal,Fibra,Sim,Sim,Não,Cartão de Crédito,1,0,115.56,2017.57,3,Não
CLI00362,Feminino,39,Sim,Não,47,Mensal,Fibra,Não,Sim,Sim,Boleto,0,1,111.71,5140.87,5,Sim
CLI00363,Masculino,70,Sim,Não,20,Mensal,DSL,Sim,Sim,Sim,PIX,1,0,105.16,2055.89,4,Não
CLI00364,Feminino,28,Não,Sim,16,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,2,3,44.13,717.92,1,Sim
CLI00365,Masculino,48,Não,Não,23,Mensal,Fibra,Não,Não,Não,Cartão de Crédito,1,2,86.78,2010.5,1,Sim
CLI00366,Masculino,48,Sim,Não,40,Mensal,DSL,Sim,Sim,Sim,PIX,1,1,77.26,2943.06,3,Não
CLI00367,Masculino,29,Não,Não,11,Mensal,Fibra,Não,Sim,Não,Boleto,3,6,121.85,1339.29,2,Sim
CLI00368,Masculino,59,Não,Não,13,Anual,Fibra,Não,Não,Não,Cartão de Crédito,0,0,99.25,1314.45,4,Não
CLI00369,Masculino,54,Sim,Não,14,Anual,Fibra,Não,Não,Sim,PIX,3,0,102.48,1422.83,4,Não
CLI00370,Feminino,21,Sim,Não,16,Anual,DSL,Sim,Sim,Não,Débito Automático,0,0,78.82,1192.86,3,Não
CLI00371,Feminino,65,Sim,Sim,59,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,1,1,38.01,2294.62,5,Não
CLI00372,Feminino,48,Não,Não,22,Bienal,Fibra,Não,Sim,Não,Boleto,1,3,100.11,2242.04,2,Sim
CLI00373,Feminino,68,Não,Não,57,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,2,1,115.6,,,Sim
CLI00374,Masculino,60,Sim,Não,8,Anual,DSL,Não,Não,Sim,Boleto,4,2,65.0,506.49,2,Sim
CLI00375,Masculino,46,Sim,Não,44,Mensal,Fibra,Não,Sim,Sim,Boleto,1,2,113.0,4725.3,4,Sim
CLI00376,Masculino,34,Sim,Não,47,Mensal,DSL,Não,Não,Não,Cartão de Crédito,1,5,49.98,2342.12,2,Sim
CLI00377,Masculino,64,Sim,Sim,24,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,1,3,37.46,891.73,3,Sim
CLI00378,Feminino,54,Sim,Não,45,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,1,1,34.29,1527.2,1,Não
CLI00379,Masculino,34,Não,Sim,49,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,1,0,35.62,1650.74,3,Sim
CLI00380,Masculino,70,Sim,Não,35,Mensal,Sem Internet,,Não Aplicável,Sim,Débito Automático,0,1,38.43,1309.02,4,Não
CLI00381,Masculino,47,Não,Não,37,Mensal,Fibra,Sim,Sim,Sim,PIX,1,2,102.84,3879.33,2,Sim
CLI00382,Masculino,23,Não,Não,29,Anual,Fibra,Não,Sim,Sim,Débito Automático,4,1,96.36,2833.09,5,Sim
CLI00383,Feminino,26,Não,Sim,34,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,4,4,23.74,783.64,1,Não
CLI00384,Masculino,49,Não,Não,61,Anual,DSL,Sim,Não,Sim,Boleto,1,2,87.23,5174.8,3,Não
CLI00385,Masculino,57,Sim,Não,20,Anual,Fibra,Sim,Sim,Sim,PIX,4,2,109.83,2241.49,2,Não
CLI00386,Feminino,67,Não,Não,50,Anual,DSL,Não,Não,Sim,Boleto,0,1,75.46,3595.92,4,Não
CLI00387,Masculino,44,Não,Sim,32,Mensal,DSL,Não,Não,Sim,Débito Automático,0,2,59.57,1831.0,4,Não
CLI00388,Masculino,43,Não,Sim,37,Mensal,Fibra,Sim,Sim,Não,Débito Automático,2,2,100.2,3713.74,2,Sim
CLI00389,Feminino,22,Não,Sim,63,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,3,1,106.44,6337.17,4,Sim
CLI00390,Feminino,74,Sim,Não,50,Anual,DSL,Sim,Não,Sim,Boleto,2,2,90.45,4481.29,5,Não
CLI00391,Masculino,61,Sim,Não,2,Mensal,DSL,Não,Sim,Sim,Débito Automático,1,0,73.77,139.67,4,Não
CLI00392,Masculino,29,Sim,Não,35,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,0,1,32.47,1085.82,4,Não
CLI00393,Masculino,47,Sim,Sim,49,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,1,0,33.8,1578.24,4,Não
CLI00394,Masculino,45,Não,Não,44,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,0,0,37.2,1572.44,5,Não
CLI00395,Feminino,30,Não,Não,17,Bienal,Fibra,,Não,Sim,Cartão de Crédito,1,2,91.31,1534.85,5,Não
CLI00396,Feminino,64,Não,Não,32,Mensal,Fibra,Não,Sim,Sim,Boleto,1,1,103.04,3157.64,3,Sim
CLI00397,Feminino,64,Não,Não,54,Mensal,Fibra,Não,Não,Sim,Débito Automático,0,1,82.33,4268.52,5,Sim
CLI00398,Feminino,55,Sim,Não,12,Mensal,Fibra,Sim,Não,Sim,Débito Automático,2,0,88.62,1039.78,4,Não
CLI00399,Masculino,66,Sim,Sim,14,Bienal,DSL,Sim,Sim,Não,Débito Automático,0,0,82.81,1170.43,4,Não
CLI00400,Masculino,23,Não,Não,22,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,0,2,26.36,557.24,5,Não
